customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,SeniorCitizenCateg,Monthlycharges_group,tenure_group,TotalChargeperTenure,TotalServices,EngagementScore,Borough
7595-EUIVN,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.8,75.8,Yes,No,61-90$,0-12 months,75.8,2,1,Queens
7617-EYGLW,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.45,19.45,No,No,0-30$,0-12 months,19.45,1,0,Brooklyn
2026-TGDHM,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.3,523.15,Yes,No,61-90$,0-12 months,74.73571428571428,2,1,Brooklyn
9220-ZNKJI,Female,1,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),88.8,4805.3,No,Yes,61-90$,49-72 months,87.36909090909091,4,3,Manhattan
4030-VPZBD,Female,0,No,No,2,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.9,59.05,Yes,No,31-60$,0-12 months,29.525,1,1,Queens
2226-ICFDO,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.9,6110.75,No,No,61-90$,49-72 months,84.87152777777777,7,5,Brooklyn
0723-VSOBE,Female,1,No,No,45,No,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,34.2,1596.6,No,Yes,31-60$,25-48 months,35.48,1,1,Queens
5529-GIBVH,Female,0,No,No,47,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.15,1046.2,No,No,0-30$,25-48 months,22.25957446808511,1,0,Brooklyn
4187-CINZD,Female,1,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),95.25,4424.2,Yes,Yes,91-120$,25-48 months,96.17826086956521,4,3,Manhattan
9992-UJOEL,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.3,92.75,No,No,31-60$,0-12 months,46.375,2,1,Brooklyn
4741-WWJQZ,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.15,194.55,No,No,61-90$,0-12 months,97.275,3,2,The Bronx
6625-UTXEW,Female,0,Yes,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.25,612.1,No,No,31-60$,0-12 months,51.00833333333333,2,1,Queens
6818-WOBHJ,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,6127.6,Yes,Yes,61-90$,49-72 months,90.11176470588236,4,2,Queens
6244-BESBM,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,6671.7,No,No,91-120$,49-72 months,96.69130434782609,4,3,Brooklyn
1004-NOZNR,Male,1,No,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),94.8,5264.3,No,Yes,91-120$,49-72 months,94.00535714285715,4,3,Brooklyn
1251-STYSZ,Female,1,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,303.7,No,Yes,61-90$,0-12 months,75.925,3,1,Queens
2612-PHGOX,Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),76.1,4818.8,No,No,61-90$,49-72 months,75.29375,6,4,Queens
2408-TZMJL,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.15,6448.05,Yes,No,91-120$,49-72 months,109.28898305084746,7,5,Manhattan
8480-PPONV,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.55,7159.05,No,No,91-120$,49-72 months,115.46854838709677,8,6,Queens
8780-IHCRN,Male,0,Yes,Yes,63,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.65,1574.5,No,No,0-30$,49-72 months,24.99206349206349,2,0,Manhattan
4598-ZADCK,Female,0,No,No,53,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,53.6,2879.2,No,No,31-60$,49-72 months,54.32452830188679,5,5,The Bronx
1257-SXUXQ,Male,0,Yes,Yes,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.45,86.05,No,No,0-30$,0-12 months,17.21,1,0,The Bronx
9681-KYGYB,Male,1,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.2,4159.45,No,Yes,61-90$,49-72 months,84.88673469387754,5,3,Brooklyn
7182-OVLBJ,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.15,6638.35,No,No,91-120$,49-72 months,107.07016129032259,5,3,Queens
5095-ETBRJ,Female,0,Yes,No,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,56.8,3112.05,No,No,31-60$,49-72 months,56.582727272727276,4,3,Brooklyn
7005-CYUIL,Female,1,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,99.4,7168.25,No,Yes,91-120$,49-72 months,100.96126760563381,6,5,Brooklyn
4821-WQOYN,Female,0,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),20.1,1326.25,No,No,0-30$,49-72 months,18.42013888888889,1,0,Staten Island
4730-AWNAU,Male,0,Yes,Yes,36,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),60.7,2234.55,No,No,61-90$,25-48 months,62.07083333333334,5,5,Brooklyn
3452-FLHYD,Male,0,Yes,No,25,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),20.95,495.15,No,No,0-30$,25-48 months,19.805999999999997,1,0,Queens
2388-LAESQ,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.85,8317.95,No,Yes,91-120$,49-72 months,115.52708333333334,8,6,Manhattan
9531-NSBMR,Female,0,No,No,36,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.25,679.8,No,No,0-30$,25-48 months,18.883333333333333,1,0,Manhattan
6260-ONULR,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.8,62.8,No,No,61-90$,0-12 months,62.8,3,2,Manhattan
4389-UEFCZ,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.5,7544.0,No,No,91-120$,49-72 months,104.77777777777777,6,4,Brooklyn
8711-LOBKY,Male,0,Yes,Yes,59,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.85,1188.25,No,No,0-30$,49-72 months,20.139830508474578,1,0,Queens
9134-CEQMF,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,676.7,Yes,Yes,61-90$,0-12 months,96.67142857142858,3,2,Manhattan
8985-OOPOS,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.1,74.1,No,No,61-90$,0-12 months,74.1,5,4,Brooklyn
8800-ZKRFW,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,3242.5,No,No,91-120$,25-48 months,108.08333333333333,7,5,Queens
2616-FLVQC,Male,0,No,No,64,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.55,1240.15,No,No,0-30$,49-72 months,19.37734375,1,0,Brooklyn
9968-FFVVH,Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.8,4111.35,No,No,61-90$,49-72 months,65.25952380952381,6,4,Brooklyn
3108-PCCGG,Male,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),84.45,5899.85,No,Yes,61-90$,49-72 months,81.94236111111111,7,5,Queens
7993-PYKOF,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.0,632.95,Yes,No,61-90$,0-12 months,79.11875,2,1,Brooklyn
8390-FESFV,Female,0,No,No,62,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),84.5,5193.2,No,No,61-90$,49-72 months,83.76129032258065,7,5,Manhattan
3022-BEXHZ,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.2,7530.8,No,No,91-120$,49-72 months,112.4,7,5,Manhattan
5027-XWQHA,Male,0,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,270.95,Yes,No,31-60$,0-12 months,45.15833333333333,1,0,The Bronx
6248-TKCQV,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,5460.2,No,No,61-90$,49-72 months,78.00285714285714,6,4,Brooklyn
6729-GDNGC,Female,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.7,1614.2,No,Yes,61-90$,13-24 months,80.71000000000001,2,1,Brooklyn
6198-ZFIOJ,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,402.5,No,No,61-90$,0-12 months,80.5,2,0,Brooklyn
5989-OMNJE,Female,0,Yes,Yes,24,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,57.6,1367.75,No,No,31-60$,13-24 months,56.989583333333336,5,5,Manhattan
4566-QVRRW,Female,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.05,483.7,Yes,No,31-60$,0-12 months,43.97272727272727,1,0,Manhattan
1291-CUOCY,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.6,7962.2,No,No,91-120$,49-72 months,110.58611111111111,7,5,Brooklyn
9795-SHUHB,Female,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),58.2,3810.8,No,No,31-60$,49-72 months,57.73939393939394,4,3,The Bronx
3230-IUALN,Female,0,Yes,Yes,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,81.0,3533.6,No,No,61-90$,25-48 months,78.52444444444444,6,5,Brooklyn
0042-RLHYP,Female,0,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.7,1396.9,No,No,0-30$,49-72 months,20.244927536231884,1,0,Manhattan
8519-IMDHU,Male,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6,1345.55,Yes,Yes,61-90$,13-24 months,89.70333333333333,3,1,Manhattan
4945-RVMTE,Female,0,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45,No,No,31-60$,25-48 months,58.801785714285714,3,2,The Bronx
0201-OAMXR,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.55,8127.6,Yes,No,91-120$,49-72 months,116.10857142857144,8,6,Manhattan
1866-NXPSP,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,75.55,2680.15,No,No,61-90$,25-48 months,74.44861111111112,6,5,The Bronx
3372-KWFBM,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.6,1281.0,Yes,Yes,61-90$,13-24 months,80.0625,3,1,Queens
7831-QGOXH,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,1553.9,Yes,No,61-90$,13-24 months,86.32777777777778,3,1,The Bronx
6393-WRYZE,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.65,3207.55,Yes,No,91-120$,25-48 months,94.33970588235294,4,2,Brooklyn
3941-XTSKM,Male,0,Yes,Yes,42,No,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.1,2049.05,No,No,31-60$,25-48 months,48.786904761904765,3,3,The Bronx
1661-CZBAU,Male,0,No,No,48,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.95,3629.2,No,No,61-90$,25-48 months,75.60833333333333,5,3,Manhattan
6599-RCLCJ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.55,5124.55,Yes,No,91-120$,25-48 months,109.03297872340426,7,5,The Bronx
9831-BPFRI,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,89.55,3474.45,Yes,No,61-90$,25-48 months,89.08846153846153,5,3,Queens
5158-RIVOP,Female,0,Yes,Yes,11,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.9,202.3,No,No,0-30$,0-12 months,18.39090909090909,1,0,Manhattan
9788-YTFGE,Male,0,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.95,147.5,No,No,0-30$,0-12 months,21.071428571428573,1,0,Manhattan
9277-JOOMO,Female,0,No,No,3,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.6,86.35,No,No,0-30$,0-12 months,28.78333333333333,2,0,Manhattan
1907-YLNYW,Male,0,No,No,8,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.7,579.0,No,No,61-90$,0-12 months,72.375,4,3,Brooklyn
1725-MIMXW,Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.45,19.45,Yes,No,0-30$,0-12 months,19.45,1,0,Brooklyn
8947-YRTDV,Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,94.8,3131.55,No,No,91-120$,25-48 months,97.8609375,5,4,Brooklyn
3161-ONRWK,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),65.85,3928.3,No,No,61-90$,49-72 months,65.47166666666666,5,4,Brooklyn
0114-RSRRW,Female,0,Yes,No,10,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19.95,187.75,No,No,0-30$,0-12 months,18.775,1,0,The Bronx
4565-NLZBV,Female,0,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.65,1710.15,No,No,0-30$,49-72 months,24.086619718309862,2,0,Brooklyn
0031-PVLZI,Female,0,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.35,76.35,Yes,No,0-30$,0-12 months,19.0875,1,0,Staten Island
7206-GZCDC,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,Yes,Yes,61-90$,0-12 months,69.25,1,0,Queens
6682-VCIXC,Female,0,Yes,Yes,43,No,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),51.25,2151.6,No,No,31-60$,25-48 months,50.03720930232558,4,4,Brooklyn
4791-QRGMF,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.5,5961.1,Yes,No,91-120$,49-72 months,101.035593220339,5,3,The Bronx
6475-VHUIZ,Female,0,Yes,No,23,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,1221.55,No,No,31-60$,13-24 months,53.11086956521739,3,2,Manhattan
3910-MRQOY,Female,0,Yes,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.4,1496.45,No,No,0-30$,49-72 months,20.78402777777778,1,0,Queens
0661-WCQNQ,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),56.25,1292.2,No,No,31-60$,13-24 months,58.73636363636364,3,2,Manhattan
7537-RBWEA,Female,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.15,25.15,No,No,0-30$,0-12 months,25.15,0,0,Manhattan
4656-CAURT,Male,0,No,No,69,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.95,1713.1,No,No,0-30$,49-72 months,24.827536231884057,2,0,Brooklyn
0121-SNYRK,Male,0,No,No,50,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.4,1748.9,No,No,31-60$,49-72 months,34.978,2,2,Staten Island
1768-ZAIFU,Female,1,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,25.2,Yes,Yes,0-30$,0-12 months,25.2,0,0,Staten Island
4671-LXRDQ,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.0,96.45,Yes,No,31-60$,0-12 months,48.225,1,0,Manhattan
3733-LSYCE,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.35,1114.55,No,No,61-90$,13-24 months,74.30333333333333,2,1,Brooklyn
6265-FRMTQ,Male,0,No,No,31,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.4,609.1,No,No,0-30$,25-48 months,19.648387096774194,1,0,Manhattan
1934-SJVJK,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.15,20.15,Yes,No,0-30$,0-12 months,20.15,1,0,Brooklyn
3838-OZURD,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.0,7133.25,Yes,No,91-120$,49-72 months,108.07954545454545,6,4,Brooklyn
1371-DWPAZ,Female,0,Yes,Yes,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),56.05,0.0,No,No,31-60$,0-12 months,56.05,5,5,Brooklyn
9269-CQOOL,Male,0,No,Yes,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.7,169.45,Yes,No,31-60$,0-12 months,56.48333333333333,2,1,Queens
2017-CCBLH,Female,0,No,No,8,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.0,141.6,No,No,0-30$,0-12 months,17.7,1,0,The Bronx
7690-KPNCU,Male,0,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05,4688.65,No,No,61-90$,49-72 months,73.26015625,5,4,Manhattan
0536-BGFMZ,Female,0,Yes,No,28,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.5,563.05,No,No,0-30$,25-48 months,20.10892857142857,1,0,Manhattan
2293-IJWPS,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.75,5985.0,No,No,91-120$,49-72 months,105.0,5,3,Queens
2845-HSJCY,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.6,Yes,No,61-90$,13-24 months,89.89999999999999,4,2,Queens
5469-NUJUR,Male,0,No,No,19,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.95,373.5,No,No,0-30$,13-24 months,19.657894736842106,1,0,Queens
1184-PJVDB,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,857.2,Yes,No,61-90$,0-12 months,85.72,2,1,Staten Island
2625-TRCZQ,Female,0,Yes,No,51,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.65,2553.35,No,No,31-60$,49-72 months,50.0656862745098,3,3,Brooklyn
4102-HLENU,Female,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,65.65,4322.85,No,No,61-90$,49-72 months,64.52014925373135,5,3,The Bronx
7266-GSSJX,Male,0,Yes,Yes,11,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20.45,250.8,No,No,0-30$,0-12 months,22.8,1,0,Manhattan
7722-VJRQD,Male,0,Yes,Yes,72,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95,4549.05,No,No,61-90$,49-72 months,63.181250000000006,5,5,Queens
7073-QETQY,Male,0,Yes,Yes,66,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,20.35,1359.5,No,No,0-30$,49-72 months,20.598484848484848,1,0,Manhattan
9415-DPEWS,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.35,1639.3,Yes,No,61-90$,13-24 months,91.07222222222222,4,2,Queens
5624-RYAMH,Female,0,No,No,9,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.5,178.85,No,No,0-30$,0-12 months,19.87222222222222,1,0,The Bronx
0196-JTUQI,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,633.85,No,No,61-90$,0-12 months,70.42777777777778,2,0,The Bronx
7130-YXBRO,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.45,5315.1,No,No,91-120$,25-48 months,110.73125,7,5,Queens
9272-LSVYH,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.15,735.5,No,No,61-90$,0-12 months,73.55,1,0,Brooklyn
7943-RQCHR,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,889.9,Yes,No,91-120$,0-12 months,98.87777777777778,4,2,Manhattan
3793-MMFUH,Female,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,1290.0,Yes,Yes,91-120$,13-24 months,99.23076923076923,4,2,The Bronx
3249-ZPQRG,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.45,330.05,Yes,No,61-90$,0-12 months,82.5125,3,1,Brooklyn
2568-BRGYX,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,237.95,Yes,No,61-90$,0-12 months,59.4875,1,0,Manhattan
3084-DOWLE,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6474.4,No,No,91-120$,49-72 months,89.92222222222222,8,6,Manhattan
1084-MNSMJ,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.5,4421.95,No,No,61-90$,49-72 months,86.70490196078431,7,6,Manhattan
7721-JXEAW,Male,0,Yes,No,59,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.05,2452.7,Yes,No,31-60$,49-72 months,41.57118644067796,2,2,Brooklyn
7249-WBIYX,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.6,813.85,Yes,No,61-90$,0-12 months,81.385,3,1,Manhattan
4238-HFHSN,Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.15,4904.85,No,Yes,61-90$,49-72 months,80.40737704918034,3,1,The Bronx
6250-CGGUN,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,84.4,4484.05,No,No,61-90$,49-72 months,83.03796296296296,4,3,Brooklyn
5478-JJVZK,Female,0,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.9,2033.85,No,No,61-90$,25-48 months,61.631818181818176,4,2,Brooklyn
7596-IIWYC,Female,0,No,No,27,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.25,538.2,No,No,0-30$,25-48 months,19.933333333333334,1,0,Staten Island
6567-HOOPW,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.2,79.2,Yes,Yes,61-90$,0-12 months,79.2,2,1,Brooklyn
9793-WECQC,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.3,2192.9,No,No,91-120$,13-24 months,95.34347826086957,4,3,The Bronx
4291-HPAXL,Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.85,19.85,No,No,0-30$,0-12 months,19.85,1,0,Queens
8999-YPYBV,Male,0,Yes,Yes,45,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.35,3858.05,No,No,61-90$,25-48 months,85.73444444444445,7,6,Brooklyn
1839-FBNFR,Female,0,Yes,Yes,39,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.85,854.8,No,No,0-30$,25-48 months,21.91794871794872,1,0,The Bronx
3164-AALRN,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70.0,347.4,Yes,No,61-90$,0-12 months,69.47999999999999,4,3,Queens
3071-MVJCD,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.3,5815.15,No,No,61-90$,49-72 months,80.76597222222222,7,5,Manhattan
1697-BCSHV,Female,0,Yes,Yes,58,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.8,3970.4,No,No,61-90$,49-72 months,68.45517241379311,4,2,Queens
0562-KBDVM,Female,0,No,No,70,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.6,3058.15,No,No,31-60$,49-72 months,43.68785714285715,4,4,Manhattan
